name;objective value;method;solve_qp_relax;neighbour_node_pruning;smart_dc_verification;solve_cvp_globally;nodes;time;idealized_time;DCs;INGCs;Nr_total_CVPs;Nodes_pruned;Neighbour_nodes_pruned;cb_time;node_info_time;modify_cut_list_time;subproblems_time;ll_model_time;ll_modify_time;ll_solve_time;scoop_model_time;scoop_modify_time;scoop_solve_time;cgp_model_time;cgp_solve_time;cvp_model_time;cvp_modify_time;cvp_solve_time;NNP_time;rel_mip_gap;total_time_CVPs;idealized_time_CVPs;nr_refinements;best_upper_bound;nr_UL_vars;nr_LL_vars;nr_UL_cnstrs;nr_LL_cnstrs;min_UL_obj_coeff;max_UL_obj_coeff;min_LL_obj_coeff;max_LL_obj_coeff;Q_eig_min;Q_eig_max;P_eig_min;P_eig_max;nr_bf_sets_recycled
QuadraticMultiKnapsack-pet2-1-8-2;47320.0;B+DC;False;False;False;True;9;0.17999029159545898;0.1749565601348877;1;0;6;1;0;0.09849667549133301;0.0030777454376220703;7.367134094238281e-05;0.10253000259399414;0.012815475463867188;0.0022063255310058594;0.010236024856567383;0.013019323348999023;0.002361774444580078;0.0042269229888916016;0.011416435241699219;0.008031129837036133;0.02414560317993164;0.0023500919342041016;0.011720895767211914;0;0.0;0.011626482009887695;0.006592750549316406;0;47320.0;8;2;9;1;186.0;42000.0;0;0;2.1671842700025223;55.83281572999748;3.394448724536011;10.60555127546399;0
