name;objective value;method;solve_qp_relax;neighbour_node_pruning;smart_dc_verification;solve_cvp_globally;nodes;time;idealized_time;DCs;INGCs;Nr_total_CVPs;Nodes_pruned;Neighbour_nodes_pruned;cb_time;node_info_time;modify_cut_list_time;subproblems_time;ll_model_time;ll_modify_time;ll_solve_time;scoop_model_time;scoop_modify_time;scoop_solve_time;cgp_model_time;cgp_solve_time;cvp_model_time;cvp_modify_time;cvp_solve_time;NNP_time;rel_mip_gap;total_time_CVPs;idealized_time_CVPs;nr_refinements;best_upper_bound;nr_UL_vars;nr_LL_vars;nr_UL_cnstrs;nr_LL_cnstrs;min_UL_obj_coeff;max_UL_obj_coeff;min_LL_obj_coeff;max_LL_obj_coeff;Q_eig_min;Q_eig_max;P_eig_min;P_eig_max;nr_bf_sets_recycled
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;3.103977918624878;2.9757447242736816;1;0;108;0;0;2.8536527156829834;0.003233671188354492;8.177757263183594e-05;2.1341450214385986;0.10262322425842285;0.00047850608825683594;0.01446986198425293;0.017730236053466797;0.005544900894165039;0.020648479461669922;0.6662845611572266;0.35466623306274414;0.06297731399536133;0.1318519115447998;0.7568697929382324;0;nan;0.7367837429046631;0.6085505485534668;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.9794018268585205;2.858556032180786;1;0;108;0;0;2.808018445968628;0.004845857620239258;9.131431579589844e-05;2.063668966293335;0.01777958869934082;0.0005254745483398438;0.017050504684448242;0.015817880630493164;0.006536960601806641;0.025387287139892578;0.7134566307067871;0.33324718475341797;0.06289434432983398;0.12054872512817383;0.7504243850708008;0;nan;0.7314565181732178;0.6106107234954834;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.9264464378356934;2.8070812225341797;1;0;108;0;0;2.7543840408325195;0.0034563541412353516;8.893013000488281e-05;2.0315792560577393;0.017516613006591797;0.00048828125;0.015337944030761719;0.016004562377929688;0.0057621002197265625;0.020849227905273438;0.7074012756347656;0.3258535861968994;0.06493496894836426;0.11930251121520996;0.7381281852722168;0;nan;0.7199015617370605;0.6005363464355469;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.92435359954834;2.823312520980835;1;0;108;0;0;2.742506980895996;0.0033512115478515625;8.726119995117188e-05;2.018393039703369;0.02356243133544922;0.0004742145538330078;0.015057086944580078;0.015750885009765625;0.005780220031738281;0.02109670639038086;0.7064957618713379;0.32593846321105957;0.07212138175964355;0.12080168724060059;0.7113142013549805;0;nan;0.6945991516113281;0.5935580730438232;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.95459246635437;2.8535733222961426;1;0;108;0;0;2.777785062789917;0.003848552703857422;9.107589721679688e-05;2.0336661338806152;0.017661571502685547;0.0005259513854980469;0.017364978790283203;0.015466690063476562;0.00649571418762207;0.025151491165161133;0.699498176574707;0.32746410369873047;0.06559419631958008;0.12883353233337402;0.7296097278594971;0;nan;0.7128963470458984;0.6118772029876709;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.958721160888672;2.8570780754089355;1;0;108;0;0;2.7913389205932617;0.0041961669921875;8.940696716308594e-05;2.040921211242676;0.017492294311523438;0.0005631446838378906;0.016895532608032227;0.01573920249938965;0.006315946578979492;0.022871017456054688;0.7047712802886963;0.32708287239074707;0.0650792121887207;0.13340520858764648;0.7307054996490479;0;nan;0.7136328220367432;0.6119897365570068;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.8532917499542236;2.7509090900421143;1;0;108;0;0;2.692469596862793;0.004666805267333984;8.249282836914062e-05;1.980118989944458;0.01786208152770996;0.0005679130554199219;0.01908254623413086;0.01611328125;0.007668495178222656;0.022053241729736328;0.7037935256958008;0.328319787979126;0.059056997299194336;0.11996722221374512;0.6856338977813721;0;nan;0.6690747737884521;0.5666921138763428;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.954385280609131;2.853071928024292;1;0;108;0;0;2.7840988636016846;0.00401759147644043;9.274482727050781e-05;2.0413999557495117;0.017759323120117188;0.0005295276641845703;0.017796039581298828;0.01751399040222168;0.00659942626953125;0.024097681045532227;0.7152805328369141;0.3285653591156006;0.06408977508544922;0.12406587600708008;0.725102424621582;0;nan;0.7083582878112793;0.6070449352264404;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.9072015285491943;2.8073973655700684;1;0;108;0;0;2.724548578262329;0.003816366195678711;8.821487426757812e-05;2.001924991607666;0.023285627365112305;0.0005252361297607422;0.017806053161621094;0.016112327575683594;0.006453990936279297;0.0247652530670166;0.7015314102172852;0.3212552070617676;0.06611108779907227;0.12382841110229492;0.7002503871917725;0;nan;0.6836023330688477;0.5837981700897217;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.8364484310150146;2.7351226806640625;1;0;108;0;0;2.659573793411255;0.0034177303314208984;9.059906005859375e-05;1.9407482147216797;0.020907878875732422;0.00047850608825683594;0.015548229217529297;0.016064882278442383;0.005942344665527344;0.022805213928222656;0.6362178325653076;0.32202982902526855;0.0660712718963623;0.12440204620361328;0.710280179977417;0;nan;0.6938786506652832;0.592552900314331;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: Second argument should be a list of Var;B+DC;False;False;False;True;0;2.9871721267700195;2.8854856491088867;1;0;108;0;0;2.8062667846679688;0.003922939300537109;8.749961853027344e-05;1.9744782447814941;0.020936012268066406;0.0005290508270263672;0.01786661148071289;0.018402814865112305;0.006773710250854492;0.02441096305847168;0.6301231384277344;0.3404366970062256;0.06731104850769043;0.12711262702941895;0.7205755710601807;0;nan;0.7036106586456299;0.6019241809844971;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;Internal error: name 'err' is not defined;B+DC;False;False;False;True;0;0.16700315475463867;0.16700315475463867;0;0;0;0;0;0;0.0019936561584472656;4.291534423828125e-06;0.13325977325439453;0.01916027069091797;0.0003237724304199219;0.009051322937011719;0.017904043197631836;0.003351926803588867;0.009775400161743164;0.00785970687866211;0.0025043487548828125;0.06332898139953613;0;0;0;nan;0;0;0;nan;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-hp1-1-14-14;-3494.0;B+DC;False;False;False;True;96;88.42985129356384;85.31091666221619;182;0;3416;42;0;88.24526906013489;0.40734028816223145;0.02735590934753418;63.06724429130554;0.015228509902954102;0.04745125770568848;1.7650132179260254;0.013891458511352539;0.6989943981170654;18.030787229537964;16.283538103103638;8.396275758743286;0.06756353378295898;4.560985565185547;13.187515258789062;0;0.0;12.687352895736694;9.568418264389038;0;-3494.0;14;14;3;1;-1125.0;-22.0;0;0;0.7827153892566489;434.9349646253392;0.0;0.0;0
QuadraticMultiKnapsack-weing2-1-21-7;-1.0;B+DC;False;False;False;True;1;0.14596247673034668;0.12571024894714355;1;0;15;0;0;0.09447669982910156;0.0007197856903076172;2.9087066650390625e-05;0.08325743675231934;0.012103557586669922;0.0008375644683837891;0.0039713382720947266;0.012010812759399414;0.0007259845733642578;0.003518342971801758;0.0052852630615234375;0.009020090103149414;0.005892753601074219;0.0014455318450927734;0.028446197509765625;0;0.0;0.028373241424560547;0.008121013641357422;0;-1.0;1;1;0;4;-1;1;0;0;1.0;1.0;0.0;0.0;0
QuadraticMultiKnapsack-pet2-1-8-2;24803.0;B+DC;False;False;False;True;0;0.10316038131713867;0.10316038131713867;0;0;0;0;0;0.0054340362548828125;0.0010290145874023438;4.291534423828125e-06;0.06761884689331055;0.011991024017333984;0.001302480697631836;0.0024285316467285156;0.011687517166137695;0;0;0;0;0.040209293365478516;0;0;0;0.0;0;0;0;24803.000000000004;8;2;9;1;-4025.0;42000.0;0;0;2.1671842700025223;55.83281572999748;0.0;0.0;0
QuadraticMultiKnapsack-pet2-1-8-2;24803.0;B+DC;False;False;False;True;0;0.07328295707702637;0.07328295707702637;0;0;0;0;0;0.0033898353576660156;0.0008087158203125;4.5299530029296875e-06;0.05246472358703613;0.013074636459350586;0.00023221969604492188;0.0020101070404052734;0.012806892395019531;0;0;0;0;0.02434086799621582;0;0;0;0.0;0;0;0;24803.000000000004;8;2;9;1;-4025.0;42000.0;0;0;2.1671842700025223;55.83281572999748;0.0;0.0;0
QuadraticMultiKnapsack-pet2-1-8-2;24803.0;B+DC;False;False;False;True;0;0.08283877372741699;0.08283877372741699;0;0;0;0;0;0.0033540725708007812;0.0007777214050292969;4.291534423828125e-06;0.06185770034790039;0.014395713806152344;0.00021886825561523438;0.0019741058349609375;0.01458287239074707;0;0;0;0;0.030686140060424805;0;0;0;0.0;0;0;0;24803.000000000004;8;2;9;1;-4025.0;42000.0;0;0;2.1671842700025223;55.83281572999748;0.0;0.0;0
QuadraticMultiKnapsack-pet2-1-8-2;24803.0;B+DC;False;False;False;True;0;0.08142471313476562;0.08142471313476562;0;0;0;0;0;0.004665851593017578;0.0008289813995361328;5.9604644775390625e-06;0.05789637565612793;0.015578508377075195;0.00026488304138183594;0.003167390823364258;0.014201641082763672;0;0;0;0;0.02468395233154297;0;0;0;0.0;0;0;0;24803.000000000004;8;2;9;1;-4025.0;42000.0;0;0;2.1671842700025223;55.83281572999748;0.0;0.0;0
